fichier,siren,cloture,nom,ville,label,total_produits,resultat_exploitation,resultat_net,fonds_propres,tresorerie,emprunts,total_bilan,subv_pct,masse_sal_pct,fp_bilan_pct,etp,cac_certifie,statut,cac_certification_qualite,concentration_financeurs,notes,input_tokens,output_tokens,cost_usd,error
484675012_31122023.pdf,484675012,2023-12-31,ASSOC ASALEE,LORETZ-D'ARGENTON,1,85085167,-20117806,-14204919,-16896039,2145,663464,16041851,98,71,-105,1403.0,false,deficit,alerte_continuite_exploitation,,"Impossibilité de certifier les comptes en raison de l'absence de non-exigibilité des indemnités médecins, de négociations avec financeurs non abouties et de facilités de paiement auprès organismes sociaux mettant en cause la continuité d'exploitation. Subvention exceptionnelle de 6,7M€ notifiée en juillet 2024 comptabilisée en produits exceptionnels 2023.",99573,371,0.30428,
484675012_31122024.pdf,484675012,2022-12-31,ASSOC ASALEE,LORETZ-D'ARGENTON,1,76164661,-3023833,-3022543,-2691120,4068279,0,12436435,98,70,-22,1071,false,deficit,refus_certification,,"Continuité d'exploitation menacée : déficit important (-3M€), fonds propres négatifs (-2.7M€), baisse du financement CNAM de 5% non compensée par les hausses salariales (Ségur). Le CAC ne peut certifier les comptes, invoquant notamment l'absence de rapport financier et la non-convocation du Comité de Surveillance.",97583,355,0.29807,
492989496_31122023.pdf,492989496,2023-12-31,CASE MARMAILLONS,SAINT-PIERRE,1,180802,-41808,-41804,18244,21805,0,64257,80,88,28,,true,deficit,certifie_sans_reserve,0.45,Association en difficulté avec déficit important (-41 804€). Plusieurs subventions refusées depuis 2020 et la Région n'a pas financé en 2023 après 17 ans. Prêt de trésorerie de 10 000€ reçu en cours d'exercice.,35507,328,0.11144,
502268899_31122022.pdf,502268899,2022-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,LE FAOU,1,563391,-22438,-19966,356784,49830,20000,469638,88,66,76,13.0,true,deficit,certifie_sans_reserve,,Provisionnement à 93% de la subvention FEDER 2022. Le commissaire aux comptes attire l'attention sur le provisionnement important et le détail des charges par projet.,44888,306,0.13925,
502268899_31122023.pdf,502268899,2023-12-31,ENTREPRENDRE AU FEMININ BRETAGNE,LE FAOU,1,522030,-183864,-185183,169381,46966,0,286608,87,61,59,14.0,true,deficit,certifie_sans_reserve,0.37,"Déficit important de 185K€. Subventions FEDER : charges (293K€) supérieures aux ressources (166K€), nécessitant de continuer à percevoir des subventions pour poursuivre le projet.",43024,320,0.13387,
504254376_31122021.pdf,504254376,2021-12-31,ASSOCIATION AIDE AUX VICTIMES DU LOIRET,ORLEANS,1,304498,-64890,-74529,46487,114401,0,141536,95,80,33,,true,deficit,alerte_continuite_exploitation,,Déficit important de 74 529 € malgré des subventions représentant 95% des produits. Forte incertitude sur la continuité d'exploitation soulignée par le commissaire aux comptes du fait de l'absence de certitude sur les subventions de fonctionnement 2022.,26069,330,0.08316,
508769874_31122024.pdf,508769874,2024-12-31,ARCA,JOUE-LES-TOURS,1,1098447,101595,109223,578724,692610,2674,889924,41,66,65,14.0,true,excedent,certifie_sans_reserve,0.51,"Association en redressement judiciaire depuis 2019, plan arrêté en avril 2021. Sectorisation lucratif/non-lucratif depuis 2022 avec bénéfice imposable 2024 de 2998€ (IS 450€).",39603,329,0.12374,
510583594_31122021.pdf,510583594,2021-12-31,LE K'FE QUOI,FORCALQUIER,1,346600,9279,8790,-15954,35312,41363,135992,85,46,-12,,true,excedent,certifie_sans_reserve,0.22,Fonds propres négatifs à -15 954€ malgré un excédent de 8 790€. Forte dépendance aux subventions publiques (85% des produits) mais endettement maîtrisé.,41799,315,0.13012,
510583594_31122022.pdf,510583594,2022-12-31,LE K'FE QUOI,FORCALQUIER,1,393134,-15403,-11662,-27617,102127,31841,137061,76,49,-20,,true,deficit,certifie_sans_reserve,0.97,"Déficit net de 11 662€ et fonds propres négatifs à -27 617€, situation financière préoccupante malgré des subventions représentant 76% des produits. La trésorerie reste toutefois positive à 102 127€.",37080,322,0.11607,
519189492_31122021.pdf,519189492,2021-12-31,Association RESEAU DE SANTE INTERMED,LYON,1,3660194,181186,171486,466207,796306,75615,1610206,81,56,29,,true,excedent,certifie_sans_reserve,0.12,"Forte croissance des produits (+28,5%) portée par les subventions publiques. Progression significative de la trésorerie de 631K€ à 796K€, reflétant une amélioration de la situation financière.",37080,316,0.11598,
519189492_31122022.pdf,519189492,2022-12-31,RESEAU INTERMED,LYON,1,3412461,87563,62828,495235,331271,30,1510163,86,65,33,,false,excedent,,0.46,Exercice marqué par la mise en place nouvelle convention collective entrainant forte hausse provision indemnités retraite (87K€). Provision pour risques de 294K€ relative à reversements subventions FAMI et ARS. Forte concentration sur ARS AURA (46% subventions) et Adoma (13%).,53753,326,0.16615,
520293457_31122023.pdf,520293457,2023-12-31,Ligue de l'enseignement de Saone et Loire,Macon,1,345457,,-71463,-23688,37852,0,112107,51,39,-21,,true,deficit,certifie_sans_reserve,,Capitaux propres négatifs de -23 688 € au 31/12/2023. L'association a obtenu son autonomie financière en janvier 2023 et a bénéficié d'une avance de trésorerie de 50 000 € et d'un apport avec droit de reprise de 20 000 €.,24496,340,0.07859,
775558786_31122021.pdf,775558786,2021-12-31,Association ADRIM,MARSEILLE,1,5401417,-92233,-51552,-639115,163579,966,734996,60,42,-87,,false,deficit,,0.33,Association en situation financière très préoccupante avec fonds propres fortement négatifs (-639K€). Déficit courant de -92K€ avant produits exceptionnels. Dépend fortement des subventions publiques (60% des produits).,21350,305,0.06862,
775558786_31122022.pdf,775558786,2022-12-31,A.D.R.I.M,Marseille,1,5362497,111089,58600,-584395,114641,4165,612699,63,44,-95,,true,excedent,certifie_sans_reserve,0.32,"Association en situation de fonds propres négatifs (-584k€) malgré un résultat positif de 58k€. Forte dépendance aux subventions publiques (63%). Concentration importante du financement avec 1,06M€ de la Préfecture des Bouches du Rhône.",29215,332,0.09263,
775558786_31122023.pdf,775558786,2023-12-31,Association ADRIM,MARSEILLE,1,6427941,422154,368726,-267572,593320,200000,1297231,65,38,-21,,false,excedent,,0.36,Fonds propres négatifs (-267 572 €) malgré un résultat positif. Forte dépendance aux subventions publiques (65% des produits). Présence d'un emprunt bancaire de 200 000 € auprès de la Société Générale ADRIM.,33934,322,0.10663,
775644677_31082020.pdf,775644677,2020-08-31,ATELIERS D'APPRENTISSAGE DE L'INDUSTRIE - ASSOCIATION,VAULX EN VELIN,1,3029768,-696263,57201,7845662,1428603,339554,9612133,46,47,82,,true,ambigu,certifie_sans_reserve,,"Incendie en février 2019 ayant détruit une partie du bâtiment H. Indemnisation assurance de 7,55M€ acceptée. Résultat exceptionnel de 756k€ compense le déficit d'exploitation de -696k€.",32361,339,0.10217,
775644677_31082021.pdf,775644677,2021-08-31,ATELIERS D'APPRENTISSAGE DE L'INDUSTRIE - ASSOCIATION,VAULX EN VELIN,1,2902883,-1218511,-1299492,6692683,377979,330219,9712599,53,46,69,,true,deficit,certifie_sans_reserve,,Important déficit lié aux conséquences du COVID-19 et au sinistre incendie de février 2019 ayant détruit une partie des locaux. Trésorerie nette s'est fortement dégradée et le litige assurance n'est pas encore réglé.,32361,341,0.1022,
775674260_31122023.pdf,775674260,2023-12-31,FEDERATION UNIE DES AUBERGES DE JEUNESSE,PARIS,1,33809443,-1049181,914272,49649,2881922,3851666,21166145,3,38,0,,true,ambigu,certifie_sans_reserve,,"Déficit d'exploitation de 1M€ compensé par un résultat exceptionnel de 1,9M€ lié à des cessions d'actifs et reprises de provisions. Fonds propres quasi-nuls (50k€) pour un bilan de 21M€.",32361,337,0.10214,
775674260_31122024.pdf,775674260,2024-12-31,FEDERATION UNIE DES AUBERGES DE JEUNESSE,PARIS,1,33436987,-463513,36019,-261086,1484776,2065059,19984508,2,40,-1,284,true,ambigu,certifie_sans_reserve,,"Situation nette négative de -261 K€ malgré résultat net positif. Procédure judiciaire en cours suite recours Tribunal en décembre 2024, aucune date d'audience fixée. Migration informatique ASTERIO en 2024 avec ajustements comptables exceptionnels.",33934,342,0.10693,
775701808_31122022.pdf,775701808,2022-12-31,Association EMERGENCE-S,Rouen,1,19161383,-692599,-770590,6679538,5305068,2045252,13106468,81,56,51,,true,deficit,certifie_sans_reserve,0.81,"Déficit de 771k€ en 2022 après déficit de 220k€ en 2021. L'association gère 6 CHRS, 3 pensions de famille et plusieurs dispositifs d'accompagnement social.",37080,313,0.11594,
775701808_31122023.pdf,775701808,2023-12-31,EMERGENCE-S,Rouen,1,21994001,-504022,-480037,5225756,2653268,1047248,11407683,78,57,46,,false,deficit,certifie_avec_reserve,0.79,"Déficit 2023 de 480k€, le CAC émet une réserve pour désaccord sur passif social non provisionné (316k€) et limitation sur exhaustivité fonds dédiés (292k€). Plan de Retour à l'Équilibre 2026 en cours, aides ponctuelles 1,3M€ obtenues.",40226,344,0.12584,
776552465_31082022.pdf,776552465,2022-08-31,ASSOCIATION POUR LA GESTION DE L'ECOLE JEANNE D'ARC - ASSO OGEC,AIX LES BAINS,1,1175146,-17574,5755,180445,314173,517500,903270,42,42,20,,true,ambigu,certifie_sans_reserve,0.35,Déficit d'exploitation de 17 574€ compensé par un résultat exceptionnel de 22 883€. Procédure judiciaire en cours avec RISO et LOCAM (dette de 305 344€ incluse dans le plan de sauvegarde).,24496,348,0.07871,
781173174_31122023.pdf,781173174,2023-12-31,Association Départementale des Francas de Charente,Angoulême,1,514889,-32952,-32743,-51914,97563,52834,178454,45,72,-29,10.19,false,deficit,alerte_continuite_exploitation,0.73,Situation financière très dégradée avec fonds propres négatifs de -51 914 €. Le CAC attire l'attention sur l'incertitude significative liée à la continuité d'exploitation suite à la baisse des subventions de la Ville d'Angoulême.,28926,332,0.09176,
781173174_31122024.pdf,333812345,2024-12-31,ASSOCIATION DEPARTEMENTALE DES FRANCAS DE CHARENTE,ANGOULEME,1,449824,-52314,-52121,-104834,49496,42613,80790,37,66,-130,3.0,false,deficit,alerte_continuite_exploitation,0.63,Situation financière très dégradée avec fonds propres négatifs de -104 834€. Abandon de l'activité Accueils de Loisir en août 2024 entraînant une restructuration coûteuse et une baisse significative des subventions. Incertitude significative sur la continuité d'exploitation mentionnée par le CAC.,27212,356,0.08698,
782722763_31082024.pdf,782722763,2024-08-31,LVEF ASS.,LA CIOTAT,1,1263375,103050,101548,138169,199562,0,244839,79,77,56,,false,excedent,,,Association éducative centrée sur la formation des jeunes. Forte dépendance aux subventions publiques (79% des produits). Situation financière saine avec excédent de 101 548 € et fonds propres représentant 56% du bilan.,29215,308,0.09227,
784281099_31122022.pdf,784281099,2022-12-31,Association des Surintendantes d'Usines et de Services Sociaux,PARIS,1,5389913,-611853,-719625,4710347,4521352,1951698,18152958,52,47,26,51.3,true,deficit,certifie_sans_reserve,,"Association en déficit pour la 2ème année dans le cadre d'un important projet de reconstruction du site d'Arcueil (9M€ d'immobilisations en cours). Nouvel emprunt de 3M€ souscrit en 2022, déménagement prévu août 2023.",39142,344,0.12259,
784281099_31122023.pdf,784281099,2023-12-31,Association des Surintendantes d'Usines et de Services Sociaux - ASUSS et Ecole Supérieure de Travail Social - ETSUP (comptes combinés),PARIS,1,4787038,-1281101,-1338645,3426362,844294,2857196,18451510,59,46,19,,true,deficit,certifie_sans_reserve,,"Déficit net de 1,34M€ principalement lié au projet de reconstruction du site d'Arcueil (construction en cours 11M€, emprunt 2,86M€). ASUSS a versé 1,63M€ à ETSUP pour couvrir les surcoûts de location temporaire. Litige fiscal en cours sur remboursement TVA (2,05M€) suite à proposition de rectification reçue en avril 2024.",89471,409,0.27455,
785566720_31122020.pdf,785566720,2020-12-31,SOLIHA Est parisien,FONTENAY SOUS BOIS,1,7103274,-770305,-619890,443458,5724141,2624598,8597040,33,36,5,,false,deficit,alerte_continuite_exploitation,,Pertes cumulées depuis 2017 avec incertitude sur la continuité d'exploitation. Requalification de 800 K€ de dettes financières en fonds propres sur l'exercice 2020.,65974,313,0.20262,
804560860_31122022.pdf,804560860,2022-12-31,AMUNANTI,,1,95083,-636,-755,22917,20245,0,22917,79,0,100,,false,deficit,,0.38,Association sans salarié. Honoraires très élevés (91 514€) représentant 96% des charges externes. Pas de dettes au bilan.,96872,274,0.29473,
804560860_31122024.pdf,804560860,2024-12-31,AMUNANTI,,1,132962,,-1752,19505,22760,7987,40940,83,56,48,,false,deficit,,0.3,"Déficit de 1752€ après un déficit de 1661€ en N-1. Forte dépendance aux subventions (83% des produits), notamment Ville de Paris et GIP.",8766,287,0.0306,
818007460_31122022.pdf,818007460,2022-12-31,FISPE,Paris,1,138542,6058,6058,29763,23508,0,32452,96,75,92,,false,excedent,,0.2,Association financée quasi exclusivement par subventions (96%). Forte réduction de la trésorerie (23k€ vs 44k€ en N-1) malgré un résultat positif. Charges sociales augmentées de 221% (27k€ vs 8k€).,11355,313,0.03876,
818007460_31122023.pdf,818007460,2023-12-31,FISPE,Paris,1,144512,4491,991,19660,20944,0,23862,97,70,82,,false,excedent,,0.54,"Association très dépendante des subventions (97% des produits), principalement européennes et de la Ville de Paris. Forte diminution des fonds propres entre N-1 (29 392€) et N (19 660€) suite à la disparition de la subvention d'investissement de 10 723€.",11302,317,0.03866,
818007460_31122024.pdf,818007460,2024-12-31,FISPE,,1,183248,2367,2367,22027,20720,0,26326,92,69,84,,false,excedent,,0.17,Association principalement financée par subventions publiques (92% des produits). Forte amélioration du résultat net qui passe de 991€ en N-1 à 2 367€ en N.,11638,290,0.03926,
824368989_31122021.pdf,824368989,2021-12-31,Association FASHION GREEN HUB,VILLENEUVE D'ASCQ,1,902346,-96686,-10540,,,,,35,52,,,false,deficit,,,"Déficit d'exploitation de -96 686€ compensé partiellement par un résultat exceptionnel de 109 415€, aboutissant à un déficit net de -10 540€. Forte hausse des charges d'exploitation (+34%) notamment des salaires.",4047,304,0.0167,
824972665_31122022.pdf,824972665,2022-12-31,Association TOUS TES POSSIBLES,NANCY,1,1608684,860,27924,67763,311500,0,458768,25,66,15,,true,excedent,certifie_sans_reserve,,"Forte baisse des produits d'exploitation (-17,5%) notamment sur contributions financières et mécénats. Résultat net positif grâce aux produits exceptionnels (65 503 €).",62785,303,0.1929,
881201891_31122021.pdf,881201891,2020-12-31,ASSOC LA MORA GUILLAUME LE CONQUERANT,LE TORQUESNE,1,0,-16879,-16879,983121,50502,0,1010102,0,0,97,,false,deficit,,,"Second exercice de l'association créée en juin 2019. Pas de produits enregistrés en 2020, uniquement des charges (16 879€). Subvention d'investissement de 1M€ reçue (500k€ Région + 500k€ Département), immobilisation incorporelle en cours de 9 600€. Premier exercice du mandat CAC.",53351,350,0.1653,
881201891_31122022.pdf,881201891,2022-12-31,ASSOC LA MORA GUILLAUME LE CONQUERANT,HONFLEUR,1,33,-171435,-175207,3028127,2354131,1398832,6546671,0,37,46,1.0,false,deficit,,,"Association en phase de développement avec des subventions d'investissement importantes (3,25 M€) pour la reconstruction du navire La Mora. Déficit d'exploitation marqué en 2022 lié aux charges du projet avant ouverture.",90574,317,0.27648,
918300492_31122023.pdf,918300492,2023-12-31,AMSL,SAINT JEAN DE LA RUELLE,1,1206211,-320602,-326209,-326209,350211,0,714641,11,37,-46,,false,deficit,,,"Déficit important de 326k€ ramenant les fonds propres en négatif. Activité de service avec chiffre d'affaires de 1,07M€. Présence d'amendes et pénalités pour 4,4k€.",74793,310,0.22903,
302792221_31082020.pdf,30279222100012,2020-08-31,Association de Gestion du Lycée Anne Marie Javouhey,Chamblanc,1,791914,-159701,-1763,514226,10372,0,2085414,44,61,25,,true,deficit,alerte_continuite_exploitation,,Déficit net de 1 763€ en contexte Covid-19 avec démarrage tardif de l'atelier ANNE MARIE. Le CAC attire l'attention sur la continuité d'exploitation et les impacts Covid dont certains connus postérieurement à l'arrêté des comptes.,16631,336,0.05493,
310438536_31122021.pdf,310438536,2021-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,1,332001,-79099,-80476,-33418,84841,0,164596,84,72,-20,7.0,true,deficit,certifie_sans_reserve,,"Association en déficit important (-80K€) avec fonds propres négatifs, impactée par la crise sanitaire COVID-19 ayant entraîné l'annulation d'activités internationales. Soutenue par la Communauté Urbaine de Dunkerque (110K€ en 2021).",38653,346,0.12115,
310438536_31122022.pdf,310438536,2022-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,1,554558,1863,41010,6577,37752,4196,178394,81,53,4,6.0,true,excedent,certifie_sans_reserve,0.58,"Association de formation interculturelle avec radio associative. Fort impact de l'inflation et du conflit russo-ukrainien sur les charges en 2022, nécessitant une augmentation des financements.",37080,319,0.11603,
310438536_31122023.pdf,310438536,2023-12-31,CEFIR (CENTRE D'EDUCATION ET DE FORMATION INTERCULTUREL RENCONTRE),DUNKERQUE,1,515747,-54968,-29455,2226007,36894,3627,160453,72,42,1387,5.5,true,deficit,certifie_sans_reserve,0.4,"Résultat déficitaire de -29 455 € en 2023 après excédent de +41 010 € en 2022. Fonds propres très élevés (2,2 M€) masquant un déséquilibre structurel d'exploitation.",38653,342,0.12109,
321337362_31122021.pdf,321337362,2021-12-31,LE CLUB DES PETITS GAVROCHES,PARIS,1,247741,-3151,-2872,44393,65621,0,97609,74,64,45,,true,deficit,certifie_sans_reserve,,Déficit net de 2 872 € après un exercice 2020 déjà déficitaire (-3 241 €). Trésorerie confortable (65 621 €) mais fonds propres en baisse continue.,26069,309,0.08284,
343283966_30092022.pdf,343283966,2022-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,1,2121335,-6916,-6992,32521,143699,0,504026,18,1,6,,false,deficit,,,"Reprise des Grands Prix après 2 ans COVID avec responsabilité totale de l'organisation. Utilisation des 150 000€ de subvention reportée pour l'édition 2022. Forte augmentation des charges d'exploitation (installations circuit, droits, publicités VIP). Contributions volontaires de bénévolat de 338 160€.",48201,337,0.14966,
343283966_30092023.pdf,343283966,2023-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,1,1694937,-15756,-18196,14325,214168,0,1168265,13,2,1,,false,deficit,,1.0,Le Grand Prix 2024 n'aura pas lieu. La direction met en œuvre des actions pour assurer la pérennité et la continuité d'exploitation suite à un déficit de 18 196€.,52727,302,0.16271,
388133076_31122021.pdf,388133076,2021-12-31,Association OFFICE DE LA JEUNESSE,BRUAY-LA-BUISSIERE,1,1637871,81237,79995,550877,665915,120093,901622,92,68,61,22.0,true,excedent,certifie_avec_reserve,,Association bénéficiaire du chômage partiel (2 271 €) et du fonds de solidarité (16 051 €) en 2021. Principale subvention de fonctionnement de la commune (1 000 000 € contre 1 104 528 € en 2020).,37080,340,0.11634,
388133076_31122022.pdf,388133076,2022-12-31,Association CENTRE SOCIOCULTUREL PARTAGES,BRUAY-LA-BUISSIERE,1,1420042,745,-194846,352076,449459,0,631188,86,69,56,17.0,false,deficit,alerte_continuite_exploitation,,Forte diminution de la subvention municipale en 2022 (780k€ vs 1000k€ en 2021). Incertitude significative sur la continuité d'exploitation signalée par le CAC en raison de la nouvelle diminution attendue des subventions en 2023.,35507,334,0.11153,
410670616_31122020.pdf,410670616,2020-12-31,ASSOCIATION DE PREVENTION PAR DES PRATIQUES EDUCATIVES INFORMELLES,LA POSSESSION,1,1777228,85518,70209,246967,431977,0,1250019,69,85,20,32.0,true,excedent,certifie_sans_reserve,0.15,Association de prévention sociale par le travail de rue. Fermeture temporaire du 17/03 au 11/05/2020 due au COVID-19 avec impact non significatif sur les résultats. Recours au chômage partiel 23K€.,30788,335,0.09739,
420208779_31122022.pdf,420208779,2022-12-31,Initiative Sud Luberon,La Tour d'Aigues,1,52959,-28565,-29195,445211,149315,0,465433,89,79,96,1.0,true,deficit,certifie_sans_reserve,0.94,"Fort déficit de l'exercice (-29 195 €) malgré un bon niveau de fonds propres. L'association a étudié 36 dossiers en 2022, validé 18 projets pour 93k€ de prêts création et 10 PH solidaire pour 78k€.",44945,333,0.13983,
420208779_31122023.pdf,420208779,2023-12-31,Association Initiative Sud Luberon,LA TOUR D'AIGUES,1,90995,1433,1814,385579,107713,0,409537,87,77,94,1.0,true,excedent,certifie_sans_reserve,,Plateforme du réseau Initiative France dédiée à l'accompagnement et au financement de créateurs d'entreprise via prêts d'honneur. En 2023: 18 projets validés pour 81 000€ de prêts accordés. Excellente situation financière avec trésorerie confortable de 105 841€.,55956,341,0.17298,
440238236_31122021.pdf,440238236,2021-12-31,SUD OUEST EMPLOI,SAINT-GENIS-LAVAL,1,592151,38978,32856,307549,205985,4942,423878,83,62,73,12.0,true,excedent,certifie_sans_reserve,0.47,Association favorisant le lien développement économique/emploi/insertion. Forte dépendance aux subventions publiques (83% des produits). Situation financière saine avec 73% de fonds propres.,38653,315,0.12068,
440238236_31122022.pdf,440238236,2022-12-31,SUD OUEST EMPLOI,BRIGNAIS,1,637008,-54974,-46873,260676,381811,37262,396756,80,65,66,15,true,deficit,certifie_sans_reserve,0.49,Déficit de -46 873 € en 2022. Le CAC certifie les comptes sans réserve. L'association bénéficie d'un bon niveau de fonds propres (66% du bilan) et d'une trésorerie importante (381 811 €).,38653,325,0.12083,
440238236_31122023.pdf,440238236,2023-12-31,Association SUD OUEST EMPLOI,BRIGNAIS,1,800974,-30623,-66025,194649,378002,85684,395496,81,66,49,,false,deficit,,0.36,"Déficit de 66k€ en 2023 après déficit de 47k€ en 2022. Fonds propres en baisse à 195k€, trésorerie encore solide à 378k€.",48091,302,0.1488,
491440822_31122020.pdf,491440822,2020-12-31,ASS. A.S.P 83,TOULON,1,1081008,-65739,-63910,-247865,124121,1935,232632,2,89,-107,,false,deficit,,,Fonds propres négatifs de -247 865 €. Procédure de sauvegarde ouverte le 7 janvier 2021 avec désignation d'un mandataire et d'un administrateur judiciaire.,36068,303,0.11275,
498303320_31122019.pdf,498303320,2019-12-31,1000 Visages Production,EVRY,1,650448,88978,46231,189833,204391,0,374244,61,44,51,6.4,true,excedent,certifie_sans_reserve,,Excédent net de 46 231€ après un déficit de 14 650€ en 2018. Provision de 124 312€ pour risques et charges. Comptes certifiés sans réserve dans un contexte COVID-19.,37546,314,0.11735,
498837129_31122020.pdf,498837129,2020-12-31,Le Temps du Domicile,EVREUX,1,4210446,-144871,-144943,-471041,2232,319,1498812,1,75,-31,130.48,true,deficit,certifie_sans_reserve,,Association en forte difficulté financière avec fonds propres négatifs (-471 k€) et déficit récurrent. Première année d'application des majorations GIR 1 et 2 (128 k€) et compensation COVID maintenue à 316 k€. Provision de 192 k€ sur risque CPOM 2019.,33934,342,0.10693,
537866782_31122021.pdf,537866782,2021-12-31,Association ASS POUR LE LOGEMENT DES JEUNES EN VAL D'OISE,PONTOISE,1,3083406,7738,-7959,8358,418098,97246,976292,27,38,1,,false,ambigu,,,Résultat d'exploitation excédentaire (7738€) mais résultat net déficitaire (-7959€) dû à un résultat exceptionnel très négatif (-15715€). Fonds propres très faibles (8358€) représentant moins de 1% du total bilan.,11912,335,0.04076,
843202987_31122024.pdf,843202987,2024-12-31,Association du Centre Dentaire Rome,Paris,1,1823930,14485,-54349,-1103919,152196,116717,429082,3,45,-257,,false,ambigu,,,"Fonds propres fortement négatifs (-1,1M€) et capitaux propres négatifs représentant -257% du bilan. Résultat d'exploitation positif mais résultat exceptionnel négatif de -68k€ conduit à une perte nette de -54k€.",16293,321,0.05369,
848097218_31122022.pdf,848097218,2022-12-31,URIOPSS NOUVELLE AQUITAINE,BORDEAUX,1,448938,-13337,-13433,-266671,24801,79090,58024,1,52,-460,,false,deficit,,,Association en situation financière très dégradée avec fonds propres négatifs de -267k€ et déficit récurrent. Continuité d'exploitation incertaine malgré prévisionnel 2023 jugé favorable par la direction.,67822,301,0.20798,
880914809_31122024.pdf,880914809,2024-12-31,Association du Centre de Santé Dentaire 4 Septembre Dentalplan,Paris,1,2883500,73185,40302,-411168,260285,0,1009020,3,49,-41,,false,excedent,,,Amélioration notable : résultat net positif de 40 302 € permettant de réduire le report à nouveau négatif de -567 472 € à -451 470 €. Fonds propres négatifs mais trésorerie disponible de 260 285 €.,15222,328,0.05059,
848097218_31122021.pdf,848097218,2021-12-31,URIOPSS NOUVELLE AQUITAINE,BORDEAUX,1,427059,37314,37240,-287738,64850,90225,96623,1,54,-298,,false,excedent,,,"Fonds propres négatifs de 287 738 € malgré un excédent de 37 240 € sur l'exercice. Incertitude sur la continuité d'exploitation mentionnée dans l'annexe, avec PGE de 90 225 € contracté.",64783,315,0.19907,
410659478_31122021.pdf,410659478,2021-12-31,FAIS-NOUS REVER L'AGENCE POUR L'EDUCATION PAR LE SPORT,Paris,1,7070181,-642341,5338,349544,494266,216021,5289406,58,35,7,62.0,true,ambigu,certifie_sans_reserve,,"Forte croissance d'activité (+80% des produits). Fonds dédiés très élevés (1,6M€) correspondant à des subventions pluriannuelles à utiliser sur exercices futurs. Déficit d'exploitation compensé par reprises de fonds dédiés.",49340,344,0.15318,
402542534_31122021.pdf,402542534,2021-12-31,Association A.D.P.I.,PARIS,1,535824,-398229,-540636,222352,906594,668506,1738514,0,37,13,,false,deficit,refus_certification,,"Association en liquidation : activités cessées mars 2021, locaux vendus 31/10/2021, tous les salariés licenciés. Impossibilité de certifier les comptes en raison de l'absence de données fiables sur les dettes et créances non comptabilisées.",19777,316,0.06407,
329970743_31122021.pdf,329970743,2021-12-31,MAISON ÉCRIVAINS ET LITTÉRATURE,PARIS,1,1036930,-26335,-26333,-120530,23671,0,65381,97,61,-184,,false,deficit,,0.5,Association en difficulté financière avec fonds propres négatifs de -121 K€ et incertitude significative sur la continuité d'exploitation. Dépend d'une demande de subvention complémentaire de 100 K€ et du renouvellement de la subvention DRAC 2023.,62208,330,0.19157,
784180440_30092021.pdf,784180440,2021-09-30,CONCORDIA,Paris,1,2638866,111686,94725,5779,404979,237079,1540999,64,53,0,25.88,true,excedent,certifie_sans_reserve,,"Exercice de 12 mois. Report du remboursement du PGE (200 000€). Forte dépendance aux subventions publiques (64% des produits), notamment européennes. Trésorerie saine malgré endettement élevé.",40226,316,0.12542,
343283966_30092021.pdf,343283966,2021-09-30,ASAC BASCO BEARNAIS ASSOCIATION SPORTIVE,PAU,1,100140,-23166,-22869,39514,206281,0,218630,14,46,18,,false,deficit,,,Grand Prix 2020 et 2021 annulés (COVID). Subvention de 150 000€ non consommée portée en produits constatés d'avance pour le Grand Prix 2022. Reprise de provision de 31 483€ suite à désaccord avec la mairie.,37483,322,0.11728,
391777356_30062021.pdf,391777356,2021-06-30,ASSOCIATION TOULOUSE XIII,TOULOUSE,1,377627,96636,73847,148901,158577,0,274304,72,22,54,4.0,true,excedent,certifie_sans_reserve,,"Changement de méthode comptable (ANC 2018-06). Exercice marqué par la crise COVID-19 avec suspension des championnats, bénéfice du chômage partiel et subvention exceptionnelle de 24K€ de la mairie. Dépréciation de 28K€ d'une avance à TO XIII ELITE.",38824,342,0.1216,
848097218_31122020.pdf,848097218,2020-12-31,URIOPSS NOUVELLE AQUITAINE,MERIGNAC,1,425434,-12545,-5312,-324978,15411,90000,66424,0,43,-489,,false,deficit,,,Fonds propres négatifs de -324 978 €. PGE de 90 000 € souscrit. Difficultés financières mais continuité d'exploitation maintenue selon direction. Provision indemnité retraite de 26 790 € comptabilisée.,69666,312,0.21368,
440238236_31122020.pdf,440238236,2020-12-31,SUD OUEST EMPLOI,SAINT-GENIS-LAVAL,1,604433,61353,74908,274693,424191,2880,425453,82,52,65,14.0,true,excedent,certifie_sans_reserve,0.57,Association favorisant le lien développement économique-emploi. Première application du règlement ANC 2018-06. COVID-19 sans impact significatif.,41799,302,0.12993,
