siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat,rna
417883832,ASSOCIATION FRANCE HONGRIE 13,Aix-en-Provence,13100,13,2025-10-03,2025-09-11,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501902556,ASSOCIATION FRANCE HONGRIE 13,9220,01,94.99Z,PME,A,W131001826
354049645,ASSOCIATION ARC VALLEE,Puyricard,13540,13,2025-10-03,2025-09-11,Autre jugement prononçant,Jugement prononçant,A202501902559,ASSOC ARC VALLEE,9220,02,94.99Z,PME,A,W131008497
535308498,ASSOCIATION PONEY CLUB DU DOMAINE DE LA GARDE,Ventabren,13122,13,2024-04-30,2024-04-11,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202400853357,PONEY-CLUB DU DOMAINE DE LA GARDE,9220,NN,85.51Z,PME,A,W131007158
918300492,ASSOCIATION ACCES MEDECINE SANTE LOIRET (AMSL),Saint-Jean-de-la-Ruelle,45140,45,2025-10-03,2025-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501902985,ASSOCIATION ACCES MEDECINE SANTE LOIRET (AMSL),9220,12,86.21Z,PME,A,W452018690
502268899,ASSOCIATION ENTREPRENDRE AU FEMININ BRETAGNE,Brest,29200,29,2025-03-02,2025-02-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202500431855,ENTREPRENDRE AU FEMININ BRETAGNE,9220,11,85.59A,PME,A,W291002976
828226704,association PASSION PROXIMITE PARCOURS,Paris,75015,75,2025-09-28,2025-09-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501862662,PASSION PROXIMITE PARCOURS,9220,11,94.99Z,PME,C,W751237744
381997626,ASSOCIATION RUGBY CLUB BASSIN D’ARCACHON,La Teste-de-Buch,33260,33,2025-09-26,2025-09-12,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501853607,RUGBY CLUB BASSIN D'ARCACHON (R.C.B.A),9220,21,93.12Z,PME,A,W336001160
751068982,ASSOCIATION BUREAU DES ETUDIANTS DE LA WEB SCHOOL FACTORY,Paris,75014,75,2025-09-26,2025-09-04,Autre jugement et ordonnance,Extrait de jugement,A202501854361,WEB SCHOOL FACTORY,5710,11,85.59A,ETI,A,
893716217,ASSOCIATION LES MOUSQUETAIRES A VOTRE SERVICE,Beaumont Saint-Cyr,86130,86,2023-08-06,2023-07-10,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202301501519,ASSOCIATION LES MOUSQUETAIRES A VOTRE SERVICE (ALMAVS),9220,11,88.99A,PME,A,W861007269
884682246,ASSOCIATION DE CHARITE SOLIDARITE ET DE DROIT DE LHOMME - ACSDH,Avignon,84000,84,2025-02-23,2025-02-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202500382737,ASSOCIATION DE CHARITE SOLIDARITE ET DE DROITS DE LHOMME ACSDH (ACSDH),9220,NN,94.99Z,PME,A,W842011263
882115348,ASSOCIATION CENTRE MEDICAL OPHTALMOLOGIQUE FRANCONVILLE,Franconville,95130,95,2023-11-10,2023-10-24,Autre jugement prononçant,Jugement prononçant,A202302171723,CENTRE MEDICAL OPHTALMOLOGIQUE FRANCONVILLE,9220,00,86.22C,PME,A,W951006251
420208779,ASSOCIATION INITIATIVE SUD LUBERON,La tour-d'aigues,84240,84,2025-09-26,2025-09-17,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501854559,INITIATIVE SUD LUBERON (ISL),9220,01,94.99Z,PME,A,W841002079
881483390,Association 3 CHEMINS,Paris,75018,75,2025-09-25,2025-09-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501842768,3 CHEMINS,9220,00,94.99Z,PME,A,W751255358
434411989,L’ASSOCIATION LES PETITS LAPINS FRANSCISCAINS 2,Le François,97240,972,2025-09-24,2025-05-27,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501831811,LES PETITS LAPINS FRANCISCAINS (CRECHE),9220,12,88.91A,PME,A,W9M3001294
423684158,L’ASSOCIATION MAISON FAMILIALE D’EDUCATION ET D’ORIENTATION,Le Morne-Rouge,97260,972,2025-09-24,2025-06-03,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501831812,MAISON FAMILIALE RURALE,9220,03,94.99Z,PME,A,W9M4000325
493484745,ASSOCIATION CIBC PICARDIE,Amiens,80000,80,2023-09-03,2023-07-10,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202301691554,CIBC PICARDIE CENTRE INTERINSTITUTIONNEL BILANS COMPETENCE,9220,03,94.99Z,PME,A,W802003081
528382989,L’ASSOCIATION LASOTE,Fonds-Saint-Denis,97250,972,2025-09-24,2025-06-24,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501831810,ASS LASOTE,9220,03,94.99Z,PME,A,W9M4000179
388836397,L’ASSOCIATION UNION PARENTS ELEVES MARTINIQUE,Fort-de-France,97200,971,2025-08-05,2025-05-27,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501484315,UNION PARENTS ELEVES MARTINIQUE (UPEM),9220,NN,94.99Z,PME,A,W9M1000010
391777356,ASSOCIATION TOULOUSE OLYMPIQUE XIII,Toulouse,31200,31,2024-07-25,2024-07-02,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401431874,ASSOCIATION TOULOUSE OLYMPIQUE XIII,9220,11,93.12Z,PME,A,W313007042
782722763,ASSOCIATION LOISIRS VACANCES EDUCATION FORMATION,La Ciotat,13600,13,2025-09-23,2025-09-11,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202501824539,LOISIRS VACANCES EDUCATION FORMATION (LVEF),9220,12,88.99A,PME,A,
853313419,ASSOCIATION ANIMATION 13,Marseille,13013,13,2025-09-23,2025-07-30,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501824537,ANIMATION 13,9220,NN,94.99Z,PME,A,W133032775
820847796,Association ITINERAIRE-BIS,,,31,2024-11-21,,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202402252455,ITINERAIRE-BIS,9220,02,56.10A,PME,A,W313000273
814469953,ASSOCIATION ATELIERS POUR L’EUROPE ET L’INNOVATION SOCIALE,Pin-Balma,31130,31,2025-04-06,2025-03-11,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202500682169,ATELIERS POUR L'EUROPE ET L'INNOVATION SOCIALE,9220,NN,72.20Z,,A,W313023267
890967425,Association CENTRE DE SANTE MEDICO DENTAIRE PARIS,Paris,75014,75,2025-09-19,2025-09-03,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501802895,CENTRE DE SANTE MEDICO DENTAIRE PARIS ALESIA,9220,12,86.23Z,PME,A,W751258592
379624323,ASSOCIATION ADMR LA VIGNE-EHPA RESIDENCE LA VIGNE,Vaubecourt,55250,55,2025-09-17,2025-08-28,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202501781344,ASSOCIATION LOCALE ADMR LA VIGNE (ADMR),9220,03,87.30A,PME,A,W551000431
888428968,ASSOCIATION MIEUX VIVRE ENSEMBLE,Pointe-à-Pitre,97110,971,2025-09-16,2025-08-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501774540,MIEUX VIVRE ENSEMBLE,9220,NN,85.59B,PME,A,W9G2015568
484968979,ASSOCIATION DES PARENTS AMIS ET DES ENFANTS INADAPTES (APAEI),Grand-Bourg,97112,971,2023-07-31,2023-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202301462636,ASSOCIATION DES PARENTS AMIS ET DES ENFANTS INADAPTES (APAEI),9220,22,86.10Z,PME,A,W9G2000409
777927203,"ASSOCIATION DEPARTEMENTALE D’AIDE A DOMICILE AUX PERSONNES ET D’ACCOMPAGNEMENT DE LA CORREZE, ADAPAC",Brive-la-Gaillarde Cedex,19103,19,2023-04-27,2022-11-29,Autre jugement d'ouverture,Jugement d'ouverture,A202300832262,ASSOCIATION DPTALE D'AIDE A DOMICILE AUX PERSONNES ET L'ACCOMPAGNEMENT DE LA CORREZE (ADAPAC),9220,32,88.10A,PME,A,W191001276
923262802,ASSOCIATION DE SOINS DE PREMIERS RECOURS CENTRE VAL DE LOIRE,Saran,45770,45,2025-09-16,2025-08-29,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501774302,ASSOCIATION DE SOINS DE PREMIERS RECOURS CENTRE VAL DE LOIRE,9220,02,86.21Z,PME,A,W452018935
343249561,Association DES JEUNES LIBERAUX AGREEE,Paris,75014,75,2025-09-14,2025-08-28,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501761168,ASS DES JEUNES LIBERAUX AGREEE (AJLA),9220,02,94.99Z,PME,A,W751074154
454028242,Association MAISON QUARTIER LAURIERS WEBBE,Pointe-à-Pitre,97110,971,2025-09-11,2025-08-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501742182,MAISON QUARTIER LAURIERS WEBBE (M Q L W),9220,NN,94.99Z,PME,A,W9G2000452
378442396,ASSOCIATION TREMPLIN 95,Domont,95330,95,2025-06-08,2025-04-29,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202501092260,TREMPLIN 95 (AIT 95),9222,21,78.30Z,PME,A,W952001222
392775094,ASSOCIATION HALTE GARDERIE D’AUTERIVE LES CANAILLOUX,Auterive,31190,31,2024-04-07,2024-03-12,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202400692145,ASSOCIATION HALTE-GARDERIE D'AUTERIVE,9220,03,88.91A,PME,A,W311000385
390912335,ASSOCIATION LOMME LILLE METROPOLE HANDBALL (LLMH),Lomme,59160,59,2025-09-11,2025-08-21,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501741988,LOMME LILLE METROPOLE HANDBALL (LLMH),9220,11,93.12Z,PME,A,W595006214
824185052,ASSOCIATION HANDIDENT GUADELOUPE,Pointe-à-Pitre,97110,971,2025-01-24,2024-12-27,Jugement de conversion en redressement judiciaire de la procédure de sauvegarde,Jugement prononçant,A202500173380,HANDIDENT GUADELOUPE,9220,02,88.99B,PME,A,W9G2004346
335036281,ASSOCIATION REGIONALE DES CEMEA DE NORMANDIE,Hérouville-Saint-Clair,14200,14,2024-02-22,2024-02-02,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202400371960,ASSOCIATION REGIONALE DES CEMEA DE NORMANDIE (CEMEA DE NORMANDIE),9220,12,85.59A,PME,A,W142001573
824565469,ASSOCIATION DE GESTION DU CONSERVATOIRE NATIONAL DES ARTS ET METIERS NORMANDIE,Hérouville-Saint-Clair,14200,14,2025-09-07,2025-08-13,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501712819,CNAM NORMANDIE (CNAM NORMANDIE),9220,22,85.59A,PME,A,W142011794
434587226,ASSOCIATION SOLIHA GUADELOUPE,Pointe-à-Pitre,97110,971,2024-10-11,2024-09-20,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202401982640,SOLIHA GUADELOUPE,9220,11,94.99Z,PME,A,W9G1000949
514032895,ASSOCIATION S’IMPLIQUER POUR LE DEVELOPPEMENT PAR ENTRAIDE ACTION LOISIR,Marseille,13013,13,2025-09-07,2025-07-17,Dépôt de l'état des créances,Avis de dépôt,A202501712812,SIMPLIQUER POUR LE DEVELOPPEMENT PAR ENTRAIDE ACTION LOISIR (IDEAL),9220,NN,93.29Z,PME,A,
828386755,"Association LA BANDE A MANO, LABAM",Fort-de-France,97200,972,2024-11-30,2024-10-22,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202402323255,"LA BANDE A MANO, LABAM",9220,02,79.90Z,PME,A,W9M1006906
342806080,ASSOCIATION HAUTEVILLE 3 S (STAGES SPORTS SANTE) H3S,Plateau d’Hauteville,01110,01,2023-01-15,2023-01-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202300101195,HAUTEVILLE TROIS S,9220,NN,93.12Z,PME,A,W011000361
522661651,ASSOCIATION ADOM SERVICES,Fenouillet,31150,31,2025-09-07,2025-08-01,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501712864,ADOM SERVICES,9220,NN,96.09Z,,A,W313014011
899872238,L’ASSOCIATION CENTRE MEDICAL DE PERPIGNAN,Perpignan,66000,66,2025-09-07,2025-08-06,Autre jugement prononçant,Jugement prononçant,A202501713033,ASSOCIATION CENTRE MEDICAL DE PERPIGNAN,9220,11,86.22C,PME,A,W662013120
890851744,association MEDICO DENTAIRE DE BRETIGNY,Brétigny-sur-Orge,91220,75,2025-09-05,2025-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702151,ASSOCIATION MEDICO DENTAIRE DE BRETIGNY,9220,03,86.23Z,PME,A,W913013144
883037566,ASSOCIATION COMPAGNIE DES SATY(I)RES,Arnières-sur-Iton,27180,27,2025-09-05,2025-08-07,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501701729,COMPAGNIE DES SATY(I)RES,9220,NN,90.01Z,,A,W273008291
534998844,ASSOCIATION ADAS,Les Noës-près-Troyes,10420,10,2024-07-11,2024-06-21,Autre jugement prononçant,Jugement prononçant,A202401331952,POUR LE DEVELOPPEMENT DE L'ACCES AUX SOINS ET AUX STRUCTURES DENTAIRES (ADAS DENTAIRE),9220,03,86.23Z,PME,A,W103002167
390100923,Association CLEVACANCES PYRENEES-ATLANTIQUES,Aïcirits-Camou-Suhast,64120,64,2025-09-05,2025-07-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501701959,CLEVACANCES PYRENEES ATLANTIQUES,9220,01,94.99Z,PME,A,W643004839
847724457,association MEDICO DENTAIRE VIGNEUX,Vitry-sur-Seine,94400,75,2025-09-05,2025-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702152,ASSOCIATION MEDICO DENTAIRE VIGNEUX (AMDV),9220,11,86.23Z,PME,A,W941015567
879685766,ASSOCIATION MEDICO DENTAIRE DE CHELLES,Chelles,77500,75,2025-09-05,2025-08-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501702120,ASSOCIATION MEDICO DENTAIRE CHELLES,9220,03,86.23Z,PME,A,W771018722
904862299,ASSOCIATION MEDICO DENTAIRE SAVIGNY LE TEMPLE,Savigny-le-Temple,77176,75,2025-09-05,2025-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702122,ASSOCIATION MEDICO DENTAIRE SAVIGNY LE TEMPLE,9220,11,86.23Z,PME,A,W772010037
323613521,"Association pour la Promotion de l'Education Permanente ""ANPEP""",Apt,84400,84,2025-07-08,2025-06-25,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501293765,ASSO PROMOTION EDUCATION PERMANENTE (ANPEP),9220,12,85.59A,PME,A,W841001234
838660603,Association MEDICO DENTAIRE DU BOURGET - Sigle: AMDB,Le Bourget,93350,75,2025-09-05,2025-08-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501702124,ASSOCIATION MEDICO DENTAIRE DU BOURGET (AMDB) (AMDB),9220,02,86.23Z,PME,A,W931017290
891631392,association MEDICO DENTAIRE BRUNOY 91800,Brunoy,91800,75,2025-09-05,2025-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702150,ASSOCIATION MEDICO DENTAIRE BRUNOY 91800,9220,11,86.23Z,PME,A,W912014482
884587437,ASSOCIATION POUR LE DEVELOPPEMENT DE SOINS A NANTERRE UNIVERSITE,Nanterre,92000,75,2025-09-05,2025-08-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501702123,ASSOCIATION POUR LE DEVELOPPEMENT DE SOINS A NANTERRE UNIVERSITE (ADSNU),9220,03,86.23Z,PME,A,W922017714
829175223,ASSOCIATION TIERS-LIEUX ET TRANSITIONS,Carpentras,84200,84,2025-09-05,2025-07-09,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702291,TIERS-LIEUX ET TRANSITIONS (TETRA),9220,02,94.99Z,PME,A,W843004244
501264816,ASSOCIATION LORENCEL,Saint-Laurent-du-Var,06700,06,2025-08-06,2025-06-05,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501491373,LORENCEL,9220,NN,90.01Z,PME,A,W061007165
907494330,Association MEDICO DENTAIRE WATTIGNIES,Yerres,91330,75,2025-09-05,2025-08-20,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501702126,ASSOCIATION MEDICO DENTAIRE WATTIGNIES,9220,02,86.23Z,PME,A,W912015011
877696245,ASSOCIATION MEDICO DENTAIRE LIVRY GARGAN - Sigle: A.M.D.L.G,Livry-Gargan,93190,75,2025-09-05,2025-08-20,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501702121,ASSOCIATION MEDICO DENTAIRE LIVRY GARGAN (A.M.D.L.G.),9220,03,86.23Z,PME,A,W932010822
804560860,Association AMUNANTI,Paris,75018,75,2025-04-13,2025-03-27,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202500734051,ASSOCIATION AMUNANTI,9220,03,85.52Z,PME,A,W751225671
334955523,ASSOCIATION AZUR JUDO,Nice,06000,06,2024-10-10,2024-09-24,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401972187,AZUR JUDO,9220,02,93.12Z,PME,A,W062000976
888034576,ASSOCIATION DENTAL IN VILLEURBANNE,Villeurbanne,69100,69,2024-10-10,2024-09-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202401972422,ASSOCIATION DENTAL IN VILLEURBANNE (ADIV),9220,11,86.23Z,PME,A,W691102563
418355079,ASSOCIATION LE MAILLON,Istres,13800,13,2025-09-02,2025-07-10,Jugement de désignation des organes de la procédure,Jugement d'ouverture,A202501672500,LE MAILLON,9220,12,88.10A,PME,A,W134000743
883982720,ASSOCIATION COMPIEGNE MEDICO DENTAIRE,Compiègne,60200,60,2024-06-28,2024-05-03,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401242354,ASSOCIATION COMPIEGNE MEDICO-DENTAIRE (COMPIEGNE M.D.),9220,03,86.23Z,PME,A,W603007294
804006609,Association INSERTION POUR MIEUX VIVRE ENSEMBLE À CAMBUSTON (IMVEC),Saint-André,97440,974,2024-11-20,2024-10-31,Autre jugement prononçant,Jugement prononçant,A202402243604,INSERTION POUR MIEUX VIVRE ENSEMBLE A CAMBUSTON (IMVEC) (I.M.V.E.C),9220,12,94.99Z,PME,A,W9R3001808
853445997,ASSOCIATION DE SOINS GENERAUX,Marignane,13700,13,2024-09-15,2024-06-28,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401791050,ASSOCIATION DE SOINS GENERAUX,9220,11,86.90F,PME,A,W134009977
313256513,ASSOCIATION COMITE TI JIKOUR,Le Vieux-Marché,22420,22,2023-12-21,2023-10-12,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202302462041,COMITE D'ENTRAIDE TI JIKOUR,9220,21,88.10C,PME,A,W223000531
782615918,ASSOCIATION COMITE DES FETES DES ARTS & DES SPORTS DE NICE,Nice Cedex 1,06003,06,2025-08-28,2025-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501641747,COMITE DES FETES DE NICE,9220,NN,91.3E,,A,
421133398,Association EUROPEENNE POUR LA PROMOTION DE LA SCIENCE ET DE LA TECHNOLOGIE EUROSCIENCE,Strasbourg,67000,67,2025-08-28,2025-02-07,Dépôt de l'état des créances,Avis de dépôt,A202501641942,EUROSCIENCE,9220,01,94.99Z,PME,A,
895235430,ASSOCIATION SPORTIVE ENSEMBLE SCOLAIRE CATHOLIQUE SAINTE-AGNES,Vernon,27200,27,2025-08-28,2025-07-24,Autre jugement de clôture,Jugement de clôture,A202501641796,ASSOCIATION SPORTIVE ENSEMBLE SCOLAIRE CATHOLIQUE SAINTE-AGNES (AS ESC SAINTE-AGNES),9220,NN,93.12Z,,A,W273008095
779275205,ASSOCIATION DES PARENTS D’ELEVES DE LA CANTINE SCOLAIRE,Saint-Priest-Bramefant,63310,63,2025-08-28,2025-07-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501641913,CONS DEP DES PARENTS D ELEVES,9220,NN,56.29B,PME,A,W634002952
379981913,ASSOCIATION ITER’ACTION-PAREC,Pont-Audemer,27500,27,2024-08-16,2024-07-26,Autre jugement prononçant,Jugement prononçant,A202401581557,ITER'ACTION-PAREC (ITER'ACTION-PAREC),9220,31,38.11Z,PME,A,W272000215
819034844,ASSOCIATION INTERIEURE,Bayonne,64100,64,2025-08-28,2025-07-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501641916,INTERIEURE,9220,NN,68.20B,,A,W641007224
300882024,ASSOCIATION UNA MONCLAR,Monclar,47380,47,2025-08-28,2025-07-04,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501641855,UNA MONCLAR,9220,12,88.10A,PME,A,W473000586
909284739,ASSOCIATION PC SOLIDAIRE,Colombey-les-Belles,54170,54,2024-10-13,2024-09-23,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401993575,PC SOLIDAIRE,9220,03,94.99Z,PME,A,W544004748
420202392,ASSOCIATION INCITE,Eragny-sur-Oise,95610,95,2025-08-28,2025-07-15,Autre jugement prononçant,Jugement prononçant,A202501642075,ASSOCIATION INCITE,9220,11,85.59B,PME,A,W953005046
332802313,ASSOCIATION AIDE AUX MERES ET AUX FAMILLES A DOMICILE DES ALPES-MARITIMES,Nice,06000,06,2025-08-28,2025-06-30,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202501641746,A.M.F.D.06,9220,NN,88.10A,,A,
307509117,ASSOCIATION AAGESC - ASSOCIATION POUR L’ANIMATION ET LA GESTION DES EQUIPEMENTS SOCIAUX DES CANOURGUES,Salon-de-Provence,13300,13,2025-08-27,2025-05-27,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A20250163981,ASS ANIMA GESTION EQUIPEMENT CANOURGUES (AAGESC),9220,12,94.99Z,PME,A,W131001053
504543877,L’ASSOCIATION SOCIAL FORMATION ANIMATION DEVELOPPEMENT,Le Robert,97231,972,2025-08-26,2025-06-24,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501623396,SOCIAL FORMATION ANIMATION DEVELOPPEMENT (SFAD),9220,02,88.10A,PME,A,W9M1001106
431696590,L’ASSOCIATION POUR LE DEVELOPPEMENT DES NOUVELLES TECHNOLOGIES DE L’INFORMATION ET DE LA COMMUNICATION,Le Lamentin,97232,972,2025-08-26,2025-07-04,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202501623398,ASS DEVEL NOUVEL TECHNO INFORMA COMMUNIC (ADN),9220,02,94.99Z,PME,A,W9M1004388
311247977,ASSOCIATION HALTE GARDERIE DU GRAND PAVOIS,Paris,75015,75,2024-11-24,2024-10-17,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202402273021,HALTE GARDERIE DU GRAND PAVOIS,9220,02,88.91A,PME,A,W751043733
837780923,Association LA MAISON DE JEANNE,Valdoie,90300,90,2025-08-24,2025-07-10,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202501611659,LA MAISON DE JEANNE,9220,03,88.99B,PME,A,W901002767
315213413,Association CERCLE SUEDOIS,Paris,75001,75,2025-08-24,2025-08-07,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501611621,CERCLE SUEDOIS,9220,01,94.99Z,PME,A,W751016494
402550784,Association STATION EXPERIMENTALE FRUITS RHONE ALPES,Etoile-sur-Rhône,26800,26,2025-08-22,2025-07-02,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501601398,STATION EXPERIMENTA FRUITS RHONE ALPES (SEFRA),9220,03,72.19Z,PME,A,W263004484
402205785,Association LE FOURNIL,Grenoble,38000,38,2025-08-22,2025-07-10,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501601449,ASSOCIATION LE FOURNIL,9220,03,88.99B,PME,A,W381000905
517991154,Association LA FABRIQUE OPERA - GRENOBLE,Grenoble,38000,38,2025-08-22,2025-07-10,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202501601450,LA FABRIQUE OPERA - GRENOBLE,9220,02,90.01Z,PME,A,W381008794
784281099,Association ECOLE SUPERIEURE DE TRAVAIL SOCIAL,Paris,75015,75,2025-08-20,2025-07-10,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202501581052,ECOLE SUPERIEURE DE TRAVAIL SOCIAL (ETSUP),9220,22,85.59B,PME,A,W751136096
389747817,ASSOCIATION FEDERATIVE FRANCAISE DES SPORTIFS TRANSPLANTES ET DIALYSES (TRANS FORME),Paris,75012,75,2024-07-18,2024-07-05,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202401383468,ASSOCIATION  FEDERATIVE FRANCAISE DES SPORTIFS TRANSPLANTES ET DIALYSES (TRANS-FORME) (TRANS FORME),9220,03,93.19Z,PME,A,W751127795
810551895,ASSOCIATION L’INSTANT LYRIQUE,Paris,75116,75,2024-06-11,2024-05-23,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202401111575,L'INSTANT LYRIQUE,9220,NN,90.01Z,PME,A,W751228495
499572378,ASSOCIATION JETER L’ENCRE,Cahors,46000,46,2025-08-20,2025-07-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20250158982,ASSOCIATION JETER L'ENCRE,9220,NN,38.32Z,PME,A,W461000870
522273226,ASSOCIATION INSTITUT OF NEUROCOGNITIVISM FRANCE,Paris,75002,75,2024-05-29,2023-12-28,Dépôt de l'état des créances,Avis de dépôt,A202401023162,INSTITUTE OF NEUROCOGNITIVISM FRANCE (INC FRANCE),9220,02,85.59B,PME,A,W751204710
332865906,Association ECOLE DE BALLET STUDIOS DE BIARRITZ,Biarritz,64200,64,2025-08-18,2025-06-24,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202501573608,ECOLE DE BALLET STUDIOS DE BIARRITZ,9220,02,90.01Z,PME,A,W641000648
877894907,ASSOCIATION ALTERNAFLEX COMPIEGNE,Compiègne,60200,60,2025-08-18,2025-05-15,Dépôt de l'état des créances,Avis de dépôt,A202501573589,ALTERNAFLEX COMPIEGNE,9223,12,78.30Z,PME,A,W603007180
437779317,Association COMITE TUBERCULOSE MALADIES,Annecy,74000,74,2025-08-18,2025-07-08,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202501573642,ASS COMITE CONTRE TUBERCULOSE MALADIES..,9220,NN,94.99Z,,A,W741002671
842792814,ASSOCIATION GROUPEMENT D’EMPLOYEURS DES ARDILLIERS,Nevers,58000,58,2024-07-23,2024-07-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202401414077,GROUPEMENT D'EMPLOYEURS DES ARDILLIERS,9223,03,78.30Z,PME,A,W583004739
498837129,ASSOCIATION LE TEMPS DU DOMICILE,Evreux,27000,27,2023-05-16,2023-05-02,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202300942787,LE TEMPS DU DOMICILE,9220,NN,88.10A,PME,A,W273002614
