siren,nom,ville,code_postal,departement,date_parution,date_jugement,nature_jugement,famille_jugement,bodacc_id,nom_officiel,nature_juridique,tranche_effectif,activite_principale,categorie,etat
349491399,ASSOCIATION MUSIQUE CULTURE FOLKLORE,Villers-lès-Nancy,54600,54,2020-08-21,2020-07-31,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001621679,ASSOCIATION MUSIQUE CULTURE FOLKLORE,9220,NN,90.01Z,PME,A
815022959,ASSOCIATION GOLF CLUB DU CHATEAU D’HEM,Hem,59510,59,2020-11-24,2020-11-06,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202002284280,GOLF CLUB DU CHATEAU D' HEM,9220,NN,93.12Z,PME,A
751851924,ASSOCIATION EUROPEAN GRASSROOTS ANTIRACIST MOVEMENT,Paris,75019,75,2021-04-15,2021-03-25,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100743302,EGAM EUROPEAN GRASSROOTS ANTIRACIST MOVEMENT,9220,NN,94.99Z,PME,A
382381598,ASSOCIATION FORMADOM,Paris,75020,75,2020-07-02,2020-05-14,Dépôt de l'état des créances,Avis de dépôt,A20200127871,ASSOCIATION FORMADOM,9220,NN,85.59A,PME,A
417934494,Association RECRE CENTER,Saint-Martin,97150,971,2022-03-15,2022-02-09,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202200523983,ASSOCIATION RECRE CENTER,9220,NN,88.91A,,C
783516214,ASSOCIATION CENTRE EQUESTRE ASSOCIATIF EQUIBELLE,Bailleul,59270,59,2022-03-13,2022-01-28,Jugement de clôture pour extinction du passif,Jugement de clôture,A202200512236,ASSOCIATION EQUI'BELLE,9220,NN,85.51Z,PME,A
453935496,ASSOCIATION LOCALE POUR LE DEVELOPPEMENT DE L’ESS,Poligny,39800,39,2021-12-12,2021-12-02,Dépôt de l'état des créances,Avis de dépôt,A202102412670,ALDESS,9220,NN,94.99Z,PME,A
452871841,ASSOCIATION COMITE DEPARTEMENTAL DE LA SEINE-MARITIME DE CANOE KAYAK,Yainville,76480,76,2020-06-25,2020-05-14,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001221547,COMITE DEPARTEMENTAL CANOE KAYAK DE SM,9220,NN,93.12Z,PME,A
502569403,ASSOCIATION L’ENVOLEE DES COLIBRIS,Castillon-du-Gard,30210,30,2022-03-11,2022-02-17,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200502208,L ENVOLEE DES COLIBRIS,9220,NN,87.90A,PME,A
801500190,ASSOCIATION VELO-CHOPPERBIKE-POLETUNING-94-KIT-MONTAGE EXPRESS,Vitry-sur-Seine,94400,94,2022-03-11,2022-02-08,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200502804,VELO-CHOPPERBIKE-POLE TUNING-94-KIT-MONTAGE EXPRESS,9220,NN,94.99Z,PME,A
480980754,ASSOCIATION NAVI CLUB RATP,Joinville-le-Pont,94340,94,2021-12-01,2021-11-08,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202102331029,NAVI CLUB RATP,9220,NN,94.99Z,,A
490675881,ASSOCIATION L’ATELIER DU POSSIBLE,Grenoble,38000,38,2022-03-09,2022-02-17,Autre jugement prononçant,Jugement prononçant,A202200482541,L'ATELIER DU POSSIBLE,9220,NN,90.01Z,PME,A
388707606,ASSOCIATION OXYGENE,Mantes-la-Jolie,78200,78,2022-03-03,2022-02-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200442502,OXYGENE,9220,NN,93.12Z,PME,A
488081639,ASSOCIATION FEDERATION AIDE ET SOUTIEN AUX PERSONNES AUTISTES,Paris,75013,75,2022-02-28,2022-02-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200423940,FEDERATION D AIDE ET DE SOUTIEN AUX PERSONNES AUTISTES (FASA),9220,NN,94.99Z,PME,A
501789218,ASSOCIATION FRANCE ANES ET MULETS,Arnac-Pompadour,19230,19,2022-02-28,2022-02-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200423709,FRANCE ANES ET MULETS (FNAM),9220,NN,94.99Z,PME,A
411804453,ASSOCIATION CLUB LOISIRS LEO LAGRANGE,Lormont,33310,33,2022-02-27,2022-02-11,Jugement modifiant le plan de redressement,Extrait de jugement,A202200412118,CLUB DE LOISIRS LEO LAGRANGE,9220,NN,93.12Z,PME,A
379867013,ASSOCIATION BIBLISONAG MARTINIQUE,Fort-de-France,97200,972,2022-02-27,2022-02-01,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200412326,ASSOC BIBLI SONO ANTIL GUYAN FRANC,9220,NN,94.99Z,PME,A
819891003,ASSOCIATION MA BANDE SON,Rosel,14740,14,2022-02-27,2022-02-11,Autre jugement prononçant,Jugement prononçant,A202200412003,MA BANDE SON (MBS),9220,NN,90.02Z,,A
502002165,ASSOCIATION FEDERATION DES CENTRES CULTURELS TURCS DE PARIS,Paris,75010,75,2022-02-27,2022-02-17,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200412261,FEDERATION DES CENTRES CULTURELS TURCS DE PARIS (FCCTP),9220,NN,88.99B,PME,A
775704240,ASSOCIATION FEDERATION DES OEUVRES COMPLEMENTAIRES DE L’ECOLDE LAIQUE (FOCEL) dite “LIGUE DE L’ENSEIGNEMENT DE SEINE ET MARNE”,Melun Cedex,77008,77,2022-02-25,2022-02-04,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200402845,FEDER OEUVRES COMPLEMENT ECOLE LAIQUE (FOCEL),9220,NN,88.99B,PME,A
340099290,ASSOCIATION DEPARTEMENTALE D’INFORMATION ET D’ACTIONS MUSICALE ET CHOREGRAPHIQUES DU VAR,Brignoles,83170,83,2022-02-25,2022-02-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200402920,ASSOC DEPART INFORM ACTION MUSICALE VAR (ADIAM83),9220,NN,90.01Z,,A
433985439,ASSOCIATION MOUSQUETAIRES,Le Plessis-Robinson,92350,92,2022-02-24,2022-02-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200392131,MOUSQUETAIRES DU PLESSIS ROBINSON,9220,NN,93.12Z,PME,A
390956209,ASSOCIATION PHYSIC CLUB,Longwy,54400,54,2022-02-24,2022-02-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200391845,PHYSIC CLUB,9220,NN,93.12Z,PME,A
414870220,ASSOCIATION REPERAGES,Fontaine,38600,38,2022-02-24,2022-02-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200391826,REPERAGES,9220,NN,59.11A,PME,A
390446144,ASSOCIATION GRENOBLE NATATION,Grenoble,38100,38,2020-11-30,2020-11-12,Autre jugement prononçant,Jugement prononçant,A202002333698,GRENOBLE NATATION,9220,NN,93.12Z,PME,A
440380426,ASSOCIATION UN MAILLOT POUR LA VIE,Toulouse,31200,31,2021-03-24,2021-03-04,Jugement prononçant la résolution du plan de redressement et la liquidation judiciaire,Extrait de jugement,A202100582010,UN MAILLOT POUR LA VIE,9220,NN,94.99Z,PME,A
380300889,ASSOCIATION COMITE DE QUARTIER DES HAUTS-CHAMPS PETITES-HAIE,Roubaix,59100,59,2021-09-14,2021-09-03,Autre jugement prononçant,Jugement prononçant,A202101792724,COMITE DE QUARTIER HAUTS CHAMPS ROUBAIX (CQHC),9220,NN,94.99Z,PME,A
442392510,ASSOCIATION ATELIERS VILLES,Paris,75013,75,2022-02-20,2022-01-27,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200362655,ATELIERS VILLES,9220,NN,94.99Z,PME,A
803670793,ASSOCIATION LES ALCHIMISTES,Paris,75013,75,2022-02-20,2022-01-27,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200362656,LES ALCHIMISTES (LES ALCHIMISTES),9220,NN,94.99Z,PME,A
420294050,ASSOCIATION URBAN PROD,Marseille,13001,13,2022-02-18,2022-02-01,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202200352600,ASS URBAN PROD,9220,11,59.11B,PME,A
414676452,ASSOCIATION BGE TERRITOIRE NORMAND,Mont-Saint-Aignan,76130,76,2021-08-05,2021-02-11,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202101512379,BGE TERRITOIRE NORMAND,9220,NN,70.22Z,PME,A
809649155,ASSOCIATION ADAP’TE,Belbeuf,76240,76,2022-02-18,2022-01-27,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200353131,ADAP'TE (AACA),9220,NN,94.99Z,PME,A
434096111,ASSOCIATION EUROPEENNE DE DEVELOPPEMENT DE COMPETENCES,Rouen,76100,76,2022-02-18,2022-01-27,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200353133,ASS EUROPEENNE DEVELOP DES COMPETENCES (AEDEC),9220,NN,85.59A,PME,A
791460686,ASSOCIATION DENTAIRAMA SOINS DENTAIRE POUR TOUS,Montreuil,93100,93,2022-02-15,2022-02-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200323585,DENTAIRAMA SOINS DENTAIRE POUR TOUS (DENTAIRAMA),9220,NN,86.23Z,PME,A
534962667,ASSOCIATION IMPATIENS CHRONIQUES ET ASSOCIES,Pantin,93500,93,2022-02-15,2022-02-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200323586,"[IMP]PATIENTS, CHRONIQUES & ASSOCIES",9220,NN,88.99B,PME,A
531170587,ASSOCIATION EASY A DOM,Saint-Cannat,13760,13,2020-02-20,2020-01-27,Jugement de conversion en liquidation judiciaire,Jugement prononçant,A202000362741,EASY A DOM,9220,NN,88.10A,PME,A
312731052,ASSOCIATION CENTRE CULTUREL COMMUNAL DE PIERREFITTE,Pierrefitte-sur-Seine,93380,93,2022-02-15,2022-02-03,Dépôt de l'état des créances,Avis de dépôt,A202200323588,CENTRE CULTUREL COMMUNAL PIERREFITTE (CCCP),9220,NN,94.99Z,PME,A
449249317,ASSOCIATION LES SALINES SPM,Saint-Pierre-et-Miquelon,97500,975,2022-02-13,2022-01-19,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200312560,LES SALINES SENSIBILISATION PREVENTION MEDIATION (LES SALINES SPM),9220,NN,94.99Z,,A
821810231,ASSOCIATION COLLEGE MONTESSORI DROME,Allex,26400,26,2020-11-10,2020-10-21,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202002193065,ASSOCIATION COLLEGE MONTESSORI DROME (CMD),9220,NN,85.59B,PME,A
477957187,ASSOCIATION LE FOURMIDIABLE,Veynes,05400,05,2020-11-06,2020-10-20,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A20200217626,LE  FOURMIDIABLE,9220,NN,90.01Z,PME,A
804159325,ASSOCIATION ESPERANCE,Alfortville,94140,94,2022-02-10,2021-12-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20220029853,ESPERANCE (ESPERANCE),9220,NN,94.99Z,PME,A
522916519,ASSOCIATION COURTE ECHELLE,Le Robert,97231,972,2022-02-10,2022-01-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20220029865,LA COURTE ECHELLE,9220,NN,87.90A,PME,A
753876465,ASSOCIATION APPRENDRE A SON RYTHME,La Varenne-Saint-Hilaire,94210,94,2022-02-08,2021-12-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200274076,ASSOCIATION APPRENDRE A SON RYTHME,9220,NN,85.10Z,PME,A
804935849,ASSOCIATION LA PLUME ET LE CRAYON,Bordeaux,33000,33,2021-11-14,2021-11-05,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102212643,LA PLUME ET LE CRAYON,9220,NN,90.03B,,A
325894319,ASSOCIATION LA COMPAGNIE KARINE SAPORTA,Fontenay-sous-Bois,94120,94,2022-02-06,2022-01-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200262587,ASSOCIATION KARINE SAPORTA,9220,NN,90.01Z,PME,A
780371233,ASSOCIATION MAISON DEPARTEMENTALE DE LA FAMILLE,Saint-Memmie,51470,51,2022-02-06,2022-01-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200261854,MAISON DEPARTEMENTALE DE LA FAMILLE DE LA MARNE,9220,NN,88.99B,PME,A
503000796,ASSOCIATION ESPACE HILLEL CENTRE CULTUREL ET SOCIAL JUIF DE LYON,Lyon,69003,69,2021-04-07,2021-03-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100681120,ESPACE HILLEL CENTRE CULTUREL ET SOCIAL JUIF DE LYON (CCSJL),9220,NN,94.99Z,PME,A
432110989,ASSOCIATION PARLER ET LIRE,Bagnères-de-Bigorre,65200,65,2022-02-02,2022-01-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200232936,ASSOCIATION PARLER ET LIRE,9220,NN,94.99Z,PME,A
512274796,ASSOCIATION POUR LE MAINTIEN DU LIEN SOCIAL EN MILIEU RURAL,Sari-Solenzara,20145,2A,2021-10-20,2021-10-11,Dépôt de l'état des créances,Avis de dépôt,A202102051677,ASSOCIATION POUR LE MAINTIEN DU LIEN SOCIAL EN MILIEUR RURAL,9220,NN,94.99Z,PME,A
775634652,ASSOCIATION OGEC JB DE LA SALLE,Giat,63620,63,2021-07-29,2021-07-09,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101462478,GROUPE SCOLAIRE J.B.DE LA SALLE (OGEC),9220,NN,85.31Z,PME,A
323515577,Association ECOLE CANTONALE DE MUSIQUE DE TORIGNY,Torigny-Les-Villes,50160,50,2022-02-02,2021-01-18,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202200232890,ASSOC CANTONALE DE MUSIQUE,9220,NN,85.52Z,PME,A
521492884,ASSOCIATION VAL’EXPO TERROIR ET CREATION,Saint-Pierre-de-Maillé,86260,86,2022-02-02,2022-01-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200233049,VAL EXPO TERROIR ET CREATION,9220,NN,94.99Z,PME,A
803363399,ASSOCIATION AVEC ET POUR ELLES,Bois-l'Evêque,76160,76,2022-01-31,2022-01-13,Jugement de clôture pour extinction du passif,Jugement de clôture,A202200223153,AVEC ET POUR ELLES (APE),9220,NN,93.12Z,PME,A
528046477,ASSOCIATION SPORTIVE DE LA CAYOLLE,Marseille,13009,13,2022-01-31,2022-01-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200223075,,,,,,
792389918,ASSOCIATION PLACE D’ECHANGE,Lyon,69002,69,2022-01-30,2022-01-11,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200212026,PLACE D ECHANGE,9220,NN,66.11Z,PME,A
809857303,ASSOCIATION CEZAM EN BRETAGNE,Lorient,56100,56,2020-11-15,2020-10-08,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202002222153,CEZAM EN BRETAGNE (CEZAM EN BRETAGNE),9220,11,94.99Z,PME,A
775676281,ASSOCIATION SERVICE SOCIAL FAMILIAL MIGRANTS,Paris,75009,75,2022-01-27,2011-06-16,Dépôt de l'état des créances,Avis de dépôt,A202200192218,ASS SERVICE SOCIAL FAMILIAL MIGRANTS (ASSFAM),9220,NN,88.99B,PME,A
408763472,A.D.E.S Association Domicile Emploi Service,Mordelles,35310,35,2021-07-27,2021-07-05,Jugement d'ouverture d'une procédure de sauvegarde,Jugement d'ouverture,A202101441941,ASS DOMICILE EMPLOI SERVICE,9220,12,88.10A,PME,A
340218759,ASSOCIATION OGEC DE L’INSTITUTION SAINTE MARIE LILLE,Lille,59000,59,2022-01-26,2022-01-07,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200183990,OGEC STE MARIE LILLE,9220,NN,85.31Z,PME,A
433382173,ASSOCIATION RESEAU DES RESSOURCERIES,Lille,59000,59,2022-01-26,2022-01-07,Autre jugement et ordonnance,Extrait de jugement,A202200183986,RESEAU DES RESSOURCERIES,9220,03,94.99Z,PME,A
397677873,Association FOYER DES JEUNES TRAVAILLEURS DU CREUSOT,Le Creusot,71200,71,2022-01-25,2022-01-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200172605,FOYER DES JEUNES TRAVAILLEURS DU CREUSOT,9220,NN,55.90Z,PME,A
848710323,Association ECOLE BUISSONNIERE,Clux-Villeneuve,71270,71,2022-01-25,2022-01-11,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200172604,L'ECOLE BUISSONNIERE,9220,NN,85.32Z,PME,A
317120491,ASSOCIATION CENTRE D’INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES,Grenoble,38000,38,2022-01-20,2022-01-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200142287,CENTRE D INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES (C.I.D.F.F),9220,NN,88.99B,PME,A
340847045,ASSOCIATION UNION DEPARTEMENTALE DE PLEIN AIR,Bourg-en-Bresse,01000,01,2022-01-20,2022-01-10,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200142152,UNION DEPARTEMENTALE DE PLEIN AIR (UDPA),9220,NN,93.29Z,PME,A
353401896,ASSOCIATION FIGURE 1,Grenoble,38100,38,2022-01-20,2022-01-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200142288,ASS FIGURE 1,9220,NN,90.01Z,PME,A
328508908,ASSOCIATION LE ZEBRE ET LA LICORNE,Echirolles,38130,38,2022-01-20,2022-01-06,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200142289,LE ZEBRE ET LA LICORNE,9220,NN,85.52Z,PME,A
514235092,ASSOCIATION FAMILLE HEUREUSE,Dijon,21000,21,2022-01-14,2021-12-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200101817,FAMILLE HEUREUSE,9220,NN,96.09Z,PME,A
830317699,ASSOCIATION STELL’ATTITUDE,Dijon,21000,21,2021-04-23,2021-04-02,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202100802033,STELL'ATTITUDE,9220,NN,93.12Z,,C
891588519,ASSOCIATION SOLID’AIR,Surtainville,50270,50,2022-01-13,2022-01-07,Autre jugement prononçant,Jugement prononçant,A202200091922,ASSOCIATION SOLID'AIR,9220,NN,87.90A,PME,A
515144038,ASSOCIATION LES ECLATS DE LETTRE,Sèvres,92310,92,2022-01-11,2021-12-17,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202200072673,LES ECLATS DE LETTRE,9220,NN,90.01Z,PME,A
494474000,ASSOCIATION TENNIS CLUB D’ATHIES SOUS LAON,Athies-sous-Laon,02840,02,2022-01-02,2021-12-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202200011379,TENNIS CLUB D'ATHIES,9220,NN,93.12Z,PME,A
810263350,ASSOCIATION CLUB 5,Saint Jean de Monts,85160,85,2021-12-31,2021-12-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102552186,CLUB 5,9220,NN,94.99Z,,A
478439458,ASSOCIATION REUNI SPORT,Les Avirons,97425,974,2021-06-23,2021-05-25,Dépôt de l'état des créances,Avis de dépôt,A202101213647,REUNI SPORT,9220,NN,93.12Z,,C
817694144,ASSOCIATION NESS LOISIRS,Paris,75020,75,2020-07-01,2020-05-28,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202001263349,NESS-LOISIRS,9220,NN,94.99Z,,A
438008302,ASSOCIATION UNION TREMPLINS SOCIOCULTURELLE FRANCE,Champigny-sur-Marne,94500,94,2020-12-22,2020-11-23,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202002485081,UNION TREMPLINS SOCIOCULTURELLE FRANCE (UTSF),9220,NN,94.99Z,PME,A
779552413,ASSOCIATION LOISIRS ET CULTURE MALHERBE,Grenoble,38100,38,2021-12-26,2021-12-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102511727,ASS LOISIRS ET CULTURE MALHERBE (ALCM),9220,NN,94.99Z,,C
500283999,ASSOCIATION TEMPS DANSE,Ille-sur-Têt,66130,66,2020-12-04,2020-11-18,Dépôt de l'état des créances,Avis de dépôt,A202002362845,TEMPS DANSE,9220,NN,85.52Z,PME,A
302220504,ASSOCIATION INSTITUT LILLOIS D’EDUCATION PERMANENTE,Lille Cedex,59011,59,2021-12-23,2021-12-03,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102492136,INSTITUT LILLOIS EDUCATION PERMANENTE (ILEP),9220,NN,85.59A,PME,A
479521965,ASSOCIATION SYNERNAT 13,Arles,13200,13,2021-10-12,2021-10-06,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202101993784,SYNERNAT 13,9220,NN,87.90B,PME,A
786504571,ASSOCIATION SERVICE DE MAINTIEN A DOMICILE 82,Montauban Cedex,82008,82,2021-12-23,2021-12-16,Jugement modifiant le plan de redressement,Extrait de jugement,A202102492312,SERVICE DE MAINTIEN A DOMICILE 82 (SMAD 82),9220,32,88.99B,ETI,A
421343161,ASSOCIATION RESTER CHEZ SOI,Arcachon,33120,33,2020-06-16,2020-03-23,Autre jugement et ordonnance,Extrait de jugement,A202001153684,ASSOCIATION  RESTER CHEZ SOI,9220,NN,88.10A,PME,A
781123823,ASSOCIATION AIDE FAMILIALE POPULAIRE CSF DE SEINE MARITIME,Rouen,76000,76,2020-04-29,2020-03-09,Dépôt de l'état des créances,Avis de dépôt,A20200084666,ASS AIDE FAMILIALE DE ROUEN,9220,NN,88.99B,PME,A
832053763,ASSOCIATION WHITE EAGLE DANCE CONCEPT,Bordeaux,33000,33,2021-12-19,2021-12-03,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A20210246843,WHITE EAGLE DANCE CONCEPT (WEDC),9220,NN,90.01Z,,C
330473273,ASSOCIATION HORIZON 3000 POUR L’ACCUEIL ET L’ANIMATION EN MILIEU RURAL,Tence,43190,43,2021-12-10,2021-11-18,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202102401823,ASS HORIZON 3000 POUR L ACCUEIL ET L ANIMATION EN MILIEU RURAL,9220,NN,55.20Z,PME,A
492090873,ASSOCIATION FOOT2FOOT,Baugé,49150,49,2021-12-17,2020-06-17,Dépôt de l'état des créances,Avis de dépôt,A202102451586,FOOT2FOOT (F.O.O.T.),9220,NN,93.12Z,PME,A
412440117,ASSOCIATION GROUPEMENT PILOTE REGIONAL DES POISSONNIERS INDEPENDANTS D’ILE DE FRANCE,Rungis Cedex,94569,94,2021-12-17,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102452099,GROUP PILOTE REG POISSONNIERS INDEPENDAN (GPRPI),9220,NN,94.12Z,PME,A
332108109,ASSOCIATION MAISON REGIONALE X2000 FLANDRES LITTORAL QUAI DU NUMERIQUE,Dunkerque,59140,59,2021-12-16,2021-11-26,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102442289,ASS MAISON X 2000 FLAND LITTOR,9220,NN,94.99Z,PME,A
801337155,ASSOCIATION PLATEFORME FRANCAISE EDUCATION DEVELOPPEMENT ET A LA SOLIDARITE INTERNATIONALE,Paris,75013,75,2021-12-10,2021-11-25,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102402191,PLATEFORME FRANCAISE EDUCATION DEVELOPPEMENT ET A LA SOLIDARITE INTERNATIONALE (EDUCASOL),9220,NN,94.99Z,PME,A
522659549,ASSOCIATION CHANSONS DIVINES,Beurlay,17250,17,2021-12-07,2021-11-23,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102372725,CHANSONS DIVINES,9220,NN,90.01Z,PME,A
808491922,ASSOCIATION CROSSFIT 47 LG,Boé,47550,47,2021-07-23,2021-07-06,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202101421721,CROSSFIT 47 LG,9220,NN,93.11Z,PME,A
379372360,L’ASSOCIATION MADIN’KB,Fort-de-France,97200,972,2021-12-07,2021-11-09,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202102373137,MADIN KB (AEC),9220,12,88.91A,PME,A
388325482,Association OFFICE DES MISSIONS D’ACTION SOCIALE ET DE SANTÉ OMASS,Le Lamentin,97232,972,2020-06-28,2020-05-12,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202001241892,OFFICE MISSIONS ACTION SOCIALE ET SANTE (OMASS),9220,22,87.10A,PME,A
797706348,ASSOCIATION BEAUCOUP MIEUX A DOMICILE,Le Kremlin-Bicêtre,94270,94,2021-12-05,2021-07-27,Autre jugement de clôture,Jugement de clôture,A202102362477,BEAUCOUP MIEUX A DOMICILE (BM@DOM),9220,NN,88.10A,PME,A
525381414,ASSOCIATION NUMERIQUE ACTIONS SOLIDAIRES,Le Havre,76600,76,2021-12-01,2021-11-15,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A20210233940,RACHEL BOUVET (LEFEBVRE),1000,NN,86.90D,PME,A
453779746,ASSOCIATION ARCO OVERGNE,Brioude,43100,43,2021-11-28,2021-11-18,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312460,ASSOCIATION ARCO OVERGNE,9220,NN,85.59A,,A
417677283,ASSOCIATION KOR ET GRAFIC,Saint-Paul,97460,974,2021-03-30,2021-03-02,Autre jugement prononçant,Jugement prononçant,A202100624938,KOR E GRAFIC,9220,NN,85.52Z,PME,A
333098069,ASSOCIATION CENTRE TECHNIQUE REGIONAL DE LA CONSOMMATION DE CORSE,Ajaccio,20090,2A,2021-03-09,2021-02-11,Dépôt de l'état des créances,Avis de dépôt,A202100472919,CENTRE TECHNIQUE REGIONAL DE LA CONSOMMATION DE CORSE (UROC),9220,NN,94.99Z,PME,A
432961811,ASSOCIATION CENTRE EQUESTRE DE BASTELICACCIA,Bastelicaccia,20129,2A,2021-09-30,2021-09-21,Liste des créances nées après le jugement d'ouverture d'une procédure de liquidation judiciaire,Avis de dépôt,A202101911664,CENTRE EQUESTRE DE BASTELICACCIA,9220,NN,93.12Z,PME,A
521891184,ASSOCIATION CENTRE D’ETUDES SCOLAIRES D’ACTIVITES ET DE MANIFESTATIONS DIVERSES (C.E.S.A.M.),Saint-Denis,97400,974,2021-11-28,2021-11-16,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102312799,"CENTRE D'ETUDES SCOLAIRES, D'ACTIVITES ET DE MANIFESTATIONS DIVERSES (C.E.S.A.M.)",9220,NN,93.29Z,PME,A
484909320,ASSOCIATION TENNIS CLUB MUNICIPAL LE VALLON,Nîmes,30900,30,2021-02-14,2021-02-04,Jugement d'ouverture d'une procédure de redressement judiciaire,Jugement d'ouverture,A202100312442,TENNIS CLUB MUNICIPAL LE VALLON,9220,NN,93.12Z,PME,A
783707532,ASSOCIATION UNION FRANCAISE DE LA JEUNESSE,Lille,59000,59,2021-11-26,2021-11-12,Jugement d'ouverture de liquidation judiciaire,Jugement d'ouverture,A202102302633,UNION FRANCAISE DE LA JEUNESSE (UFJ),9220,NN,85.59A,PME,A
442967725,ASSOCIATION TROUPE ORA’JAZZ,Ouzouer-sur-Loire,45570,45,2021-11-25,2021-10-21,Jugement de clôture pour insuffisance d'actif,Jugement de clôture,A202102292372,TROUPE ORA-JAZZ,9220,NN,85.52Z,PME,A
